"Path","Key","Value"
"Control Panel\Personalization\Password protect the screen saver","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","ScreenSaverIsSecure"
"Control Panel\Personalization\Screen saver timeout","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","ScreenSaveTimeOut"
"Control Panel\Personalization\Prevent changing desktop background","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","NoChangingWallPaper"
"Control Panel\Personalization\Prevent changing sounds","HKCU\Software\Policies\Microsoft\Windows\Personalization","NoChangingSoundScheme"
"Control Panel\Personalization\Prevent changing mouse pointers","HKCU\Software\Policies\Microsoft\Windows\Personalization","NoChangingMousePointers"
"Control Panel\Personalization\Prevent changing desktop icons","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System","NoDispBackgroundPage"
"Control Panel\Personalization\Prevent changing color scheme","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System","NoColorChoice"
"Control Panel\Personalization\Prevent changing theme","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoThemesTab"
"Control Panel\Personalization\Load a specific theme","HKCU\Software\Policies\Microsoft\Windows\Personalization","ThemeFile"
"Control Panel\Personalization\Prevent changing visual style for windows and buttons","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System","NoVisualStyleChoice"
"Control Panel\Personalization\Force a specific visual style file or force Windows Classic","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System","SetVisualStyle"
"Control Panel\Personalization\Prohibit selection of visual style font size","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System","NoSizeChoice"
"Control Panel\Personalization\Do not display the lock screen","HKLM\Software\Policies\Microsoft\Windows\Personalization","NoLockScreen"
"Control Panel\Personalization\Prevent changing lock screen and logon image","HKLM\Software\Policies\Microsoft\Windows\Personalization","NoChangingLockScreen"
"Control Panel\Personalization\Prevent enabling lock screen slide show","HKLM\Software\Policies\Microsoft\Windows\Personalization","NoLockScreenSlideshow"
"Control Panel\Personalization\Prevent enabling lock screen camera","HKLM\Software\Policies\Microsoft\Windows\Personalization","NoLockScreenCamera"
"Control Panel\Personalization\Force a specific background and accent color","HKLM\Software\Policies\Microsoft\Windows\Personalization","PersonalColors_Background"
"Control Panel\Personalization\Force a specific Start background","HKLM\Software\Policies\Microsoft\Windows\Personalization","ForceStartBackground"
"Control Panel\Personalization\Prevent changing start menu background","HKLM\Software\Policies\Microsoft\Windows\Personalization","NoChangingStartMenuBackground"
"Control Panel\Personalization\Force a specific default lock screen and logon image","HKLM\Software\Policies\Microsoft\Windows\Personalization","LockScreenImage"
"Control Panel\User Accounts\Apply the default account picture to all users","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","UseDefaultTile"
"System\Logon\Assign a default domain for logon","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System","DefaultLogonDomain"
"System\Logon\Exclude credential providers","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System","ExcludedCredentialProviders"
"System\Logon\Turn on convenience PIN sign-in","HKLM\Software\Policies\Microsoft\Windows\System","AllowDomainPINLogon"
"System\Logon\Turn off picture password sign-in","HKLM\Software\Policies\Microsoft\Windows\System","BlockDomainPicturePassword"
"System\Logon\Allow users to select when a password is required when resuming from connected standby","HKLM\Software\Policies\Microsoft\Windows\System","AllowDomainDelayLock"
"System\Logon\Assign a default credential provider","HKLM\Software\Policies\Microsoft\Windows\System","DefaultCredentialProvider"
"System\Credentials Delegation\Allow delegating default credentials","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","AllowDefaultCredentials"
"System\Credentials Delegation\Allow delegating default credentials with NTLM-only server authentication","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","AllowDefCredentialsWhenNTLMOnly"
"System\Credentials Delegation\Allow delegating fresh credentials","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","AllowFreshCredentials"
"System\Credentials Delegation\Allow delegating fresh credentials with NTLM-only server authentication","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","AllowFreshCredentialsWhenNTLMOnly"
"System\Credentials Delegation\Allow delegating saved credentials","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","AllowSavedCredentials"
"System\Credentials Delegation\Allow delegating saved credentials with NTLM-only server authentication","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","AllowSavedCredentialsWhenNTLMOnly"
"System\Credentials Delegation\Deny delegating default credentials","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","DenyDefaultCredentials"
"System\Credentials Delegation\Deny delegating fresh credentials","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","DenyFreshCredentials"
"System\Credentials Delegation\Deny delegating saved credentials","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","DenySavedCredentials"
"System\Credentials Delegation\Restrict delegation of credentials to remote servers","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","RestrictedRemoteAdministration"
"System\Credentials Delegation\Remote host allows delegation of non-exportable credentials","HKLM\Software\Policies\Microsoft\Windows\CredentialsDelegation","AllowProtectedCreds"
"Windows Components\Credential User Interface\Enumerate administrator accounts on elevation","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\CredUI","EnumerateAdministrators"
"Windows Components\Credential User Interface\Require trusted path for credential entry","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\CredUI","EnableSecureCredentialPrompting"
"Windows Components\Credential User Interface\Do not display the password reveal button","HKLM\Software\Policies\Microsoft\Windows\CredUI","DisablePasswordReveal"
"Windows Components\Credential User Interface\Do not display the password reveal button","HKCU\Software\Policies\Microsoft\Windows\CredUI","DisablePasswordReveal"
"System\Ctrl+Alt+Del Options\Remove Change Password","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System","DisableChangePassword"
"System\Ctrl+Alt+Del Options\Remove Lock Computer","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System","DisableLockWorkstation"
"System\Ctrl+Alt+Del Options\Remove Task Manager","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System","DisableTaskMgr"
"System\Ctrl+Alt+Del Options\Remove Logoff","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoLogoff"
"Windows Components\Data Collection and Preview Builds\Allow Telemetry","HKLM\Software\Policies\Microsoft\Windows\DataCollection","AllowTelemetry"
"Windows Components\Data Collection and Preview Builds\Allow Telemetry","HKCU\Software\Policies\Microsoft\Windows\DataCollection","AllowTelemetry"
"Windows Components\Data Collection and Preview Builds\Disable pre-release features or settings","HKLM\Software\Policies\Microsoft\Windows\PreviewBuilds","EnableConfigFlighting"
"Windows Components\Data Collection and Preview Builds\Configure Connected User Experiences and Telemetry","HKLM\Software\Policies\Microsoft\Windows\DataCollection","TelemetryProxyServer"
"Windows Components\Data Collection and Preview Builds\Configure the Commercial ID","HKLM\Software\Policies\Microsoft\Windows\DataCollection","CommercialId"
"Windows Components\Data Collection and Preview Builds\Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service","HKLM\Software\Policies\Microsoft\Windows\DataCollection","DisableEnterpriseAuthProxy"
"Windows Components\Data Collection and Preview Builds\Limit Enhanced diagnostic data to the minimum required by Windows Analytics","HKLM\Software\Policies\Microsoft\Windows\DataCollection","LimitEnhancedDiagnosticDataWindowsAnalytics"
"System\Distributed COM\Application Compatibility Settings\Allow local activation security check exemptions","HKLM\Software\Policies\Microsoft\Windows NT\DCOM\AppCompat","AllowLocalActivationSecurityCheckExemptionList"
"System\Distributed COM\Application Compatibility Settings\Define Activation Security Check exemptions","HKLM\Software\Policies\Microsoft\Windows NT\DCOM\AppCompat","ListBox_Support_ActivationSecurityCheckExemptionList"
"Windows Components\Delivery Optimization\Download Mode","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DODownloadMode"
"Windows Components\Delivery Optimization\Group ID","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOGroupId"
"Windows Components\Delivery Optimization\Max Upload Bandwidth (in KB/s)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMaxUploadBandwidth"
"Windows Components\Delivery Optimization\Max Cache Size (percentage)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMaxCacheSize"
"Windows Components\Delivery Optimization\Absolute Max Cache Size (in GB)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOAbsoluteMaxCacheSize"
"Windows Components\Delivery Optimization\Max Cache Age (in seconds)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMaxCacheAge"
"Windows Components\Delivery Optimization\Monthly Upload Data Cap (in GB)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMonthlyUploadDataCap"
"Windows Components\Delivery Optimization\Minimum Background QoS (in KB/s)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMinBackgroundQos"
"Windows Components\Delivery Optimization\Modify Cache Drive","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOModifyCacheDrive"
"Windows Components\Delivery Optimization\Maximum Download Bandwidth (in KB/s)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMaxDownloadBandwidth"
"Windows Components\Delivery Optimization\Maximum Download Bandwidth (percentage)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOPercentageMaxDownloadBandwidth"
"Windows Components\Delivery Optimization\Minimum Peer Caching Content File Size (in MB)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMinFileSizeToCache"
"Windows Components\Delivery Optimization\Enable Peer Caching while the device connects via VPN","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOAllowVPNPeerCaching"
"Windows Components\Delivery Optimization\Minimum RAM capacity (inclusive) required to enable use of Peer Caching (in GB)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMinRAMAllowedToPeer"
"Windows Components\Delivery Optimization\Minimum disk size allowed to use Peer Caching (in GB)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMinDiskSizeAllowedToPeer"
"Windows Components\Delivery Optimization\Allow uploads while the device is on battery while under set Battery level (percentage)","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","DOMinBatteryPercentageAllowedToUpload"
"Desktop\Desktop\Enable Active Desktop","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","ForceActiveDesktopOn"
"Desktop\Desktop\Disable Active Desktop","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoActiveDesktop"
"Desktop\Desktop\Prohibit changes","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoActiveDesktopChanges"
"Desktop\Desktop\Add/Delete items","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop\AdminComponent","Add"
"Desktop\Desktop\Prohibit adding items","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","NoAddingComponents"
"Desktop\Desktop\Prohibit closing items","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","NoClosingComponents"
"Desktop\Desktop\Prohibit deleting items","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","NoDeletingComponents"
"Desktop\Desktop\Prohibit editing items","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","NoEditingComponents"
"Desktop\Desktop\Disable all items","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","NoComponents"
"Desktop\Desktop\Allow only bitmapped wallpaper","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","NoHTMLWallPaper"
"Desktop\Desktop\Desktop Wallpaper","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System","Wallpaper"
"Desktop\Active Directory\Enable filter in Find dialog box","HKCU\Software\Policies\Microsoft\Windows\Directory UI","EnableFilter"
"Desktop\Active Directory\Hide Active Directory folder","HKCU\Software\Policies\Microsoft\Windows\Directory UI","HideDirectoryFolder"
"Desktop\Active Directory\Maximum size of Active Directory searches","HKCU\Software\Policies\Microsoft\Windows\Directory UI","QueryLimit"
"Desktop\Prohibit User from manually redirecting Profile Folders","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","DisablePersonalDirChange"
"Desktop\Hide and disable all items on the desktop","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoDesktop"
"Desktop\Remove the Desktop Cleanup Wizard","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoDesktopCleanupWizard"
"Desktop\Hide Internet Explorer icon on desktop","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoInternetIcon"
"Desktop\Remove Computer icon on the desktop","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\NonEnum","{20D04FE0-3AEA-1069-A2D8-08002B30309D}"
"Desktop\Remove My Documents icon on the desktop","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\NonEnum","{450D8FBA-AD25-11D0-98A8-0800361B1103}"
"Desktop\Hide Network Locations icon on desktop","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoNetHood"
"Desktop\Remove Properties from the Computer icon context menu","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoPropertiesMyComputer"
"Desktop\Remove Properties from the Documents icon context menu","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoPropertiesMyDocuments"
"Desktop\Do not add shares of recently opened documents to Network Locations","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoRecentDocsNetHood"
